Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
225,SS,1150413,ANDEN SMAP-CIL-0142-25 CR 41 CL 44 - 19,5200203,BOMBILLA Na 250W,,1,BOMBILLA NA 250W,"Tabla 1 al 331_2026.pdf, pagina 225",5200203
225,SS,1150413,ANDEN SMAP-CIL-0142-25 CR 41 CL 44 - 19,5200236,"BRAZO 1 1/2"" - 1.5M - 52°/20°",,1,BRAZO 1 1/2 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 225",5200236
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 226",5200232
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 226",5200270
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 226",5200308
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,18,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 226",5200464
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 226",5200217
226,SS,1249219,Vía y Andén Cr 15 A Cl 10 A - 3,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 226",5200201
227,SS,1252580,VIA SMAP-CIL-0403-25 CL 106 CR 68 A - 92,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 227",5200232
227,SS,1252580,VIA SMAP-CIL-0403-25 CL 106 CR 68 A - 92,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 227",5000263
227,SS,1252580,VIA SMAP-CIL-0403-25 CL 106 CR 68 A - 92,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 227",5200217
227,SS,1252580,VIA SMAP-CIL-0403-25 CL 106 CR 68 A - 92,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 227",5200201
228,SS,1285743,Parque Parque de Santa Elena,5200239,UCAP BRAZO DOBLE CARABOBO,1,,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 228",5200239
228,SS,1285743,Parque Parque de Santa Elena,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 228",5000263
228,SS,1285743,Parque Parque de Santa Elena,5200302,UCAP POSTE CONCRETO CARABOBO 5M,1,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 228",5200302
228,SS,1285743,Parque Parque de Santa Elena,5200421,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,5,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,"Tabla 1 al 331_2026.pdf, pagina 228",5200421
228,SS,1285743,Parque Parque de Santa Elena,5200501,UCAP CAJA CONCRETO 50X50 CM,1,,CAJA CONCRETO 50X50 CM,"Tabla 1 al 331_2026.pdf, pagina 228",5200501
228,SS,1285743,Parque Parque de Santa Elena,5200222,UCAP LUMINARIA LED 40W,,2,LUMINARIA LED 40W,"Tabla 1 al 331_2026.pdf, pagina 228",5200222
228,SS,1285743,Parque Parque de Santa Elena,5200230,UCAP BRAZO DOBLE BAILARINA,,1,BRAZO DOBLE BAILARINA,"Tabla 1 al 331_2026.pdf, pagina 228",5200230
228,SS,1285743,Parque Parque de Santa Elena,5200303,UCAP POSTE CONCRETO TIPO METRO 5M,,1,POSTE CONCRETO TIPO METRO 5M,"Tabla 1 al 331_2026.pdf, pagina 228",5200303
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,8,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 229",5000263
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200302,UCAP POSTE CONCRETO CARABOBO 5M,8,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 229",5200302
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200421,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,156,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,"Tabla 1 al 331_2026.pdf, pagina 229",5200421
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,40,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 229",5200464
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200501,UCAP CAJA CONCRETO 50X50 CM,8,,CAJA CONCRETO 50X50 CM,"Tabla 1 al 331_2026.pdf, pagina 229",5200501
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200238,BRAZO CARABOBO SENCILLO,8,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 229",5200238
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200206,UCAP LUMINARIA LED 56W HORIZONTAL,,1,LUMINARIA LED 56W HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 229",5200206
229,SS,1288300,SENDERO PEATONAL CL 12 C SUR # 39-153,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 229",5200232
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200239,UCAP BRAZO DOBLE CARABOBO,6,,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 230",5200239
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,14,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 230",5000263
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200302,UCAP POSTE CONCRETO CARABOBO 5M,8,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 230",5200302
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,110,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 230",5200464
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,9,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 230",5200502
230,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 230",5200238
231,SS,1285558,Sendero Cl 35 Cr 19A,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 231",5200231
231,SS,1285558,Sendero Cl 35 Cr 19A,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 231",5000263
231,SS,1285558,Sendero Cl 35 Cr 19A,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 231",5200419
231,SS,1285558,Sendero Cl 35 Cr 19A,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,4,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 231",5200464
231,SS,1285558,Sendero Cl 35 Cr 19A,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 231",5200217
231,SS,1285558,Sendero Cl 35 Cr 19A,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 231",5200201
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 232",5200231
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",3,2,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 232",5200235
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200237,UCAP BRAZO CURVO - 1.5M - 0°,1,,BRAZO CURVO - 1.5M - 0°,"Tabla 1 al 331_2026.pdf, pagina 232",5200237
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 232",5000263
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5000264,"LUM LED 62,4W ASIMÉTRICA 4000K HORIZONTAL",4,,LUM LED 62 4W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 232",5000264
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 232",5200419
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200238,UCAP BRAZO SENCILLO CARABOBO,,1,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 232",5200238
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,5200302,UCAP POSTE CONCRETO CARABOBO 5M,,1,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 232",5200302
232,SS,1293438,Vía M4 Cl 69 Entre Cr 27 y Cr 28,,RET LUMINARIA 53W,,2,RET LUMINARIA 53W,"Tabla 1 al 331_2026.pdf, pagina 232",SIN CODIGO|RET LUMINARIA 53W
233,SS,1291475,Via M4 y anden CR 31A # 11-125,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 233",5200231
233,SS,1291475,Via M4 y anden CR 31A # 11-125,5200241,UCAP BRAZO CURVO 3000M,3,,BRAZO CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 233",5200241
233,SS,1291475,Via M4 y anden CR 31A # 11-125,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 233",5000263
233,SS,1291475,Via M4 y anden CR 31A # 11-125,5200293,LUM LED (OMEGA II ) 64.5W,3,1,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 233",5200293
233,SS,1291475,Via M4 y anden CR 31A # 11-125,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 233",5200232
234,SS,1285589,Escalas Cl 35 Cr 17,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 234",5200231
234,SS,1285589,Escalas Cl 35 Cr 17,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 234",5000263
234,SS,1285589,Escalas Cl 35 Cr 17,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 234",5200419
234,SS,1285589,Escalas Cl 35 Cr 17,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,6,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 234",5200464
234,SS,1285589,Escalas Cl 35 Cr 17,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 234",5200217
234,SS,1285589,Escalas Cl 35 Cr 17,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 234",5200201
234,SS,1285589,Escalas Cl 35 Cr 17,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 234",5200232
235,SS,1285599,Sendero Cl 43 E Cr 10,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,2,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 235",5200232
235,SS,1285599,Sendero Cl 43 E Cr 10,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 235",5000263
235,SS,1285599,Sendero Cl 43 E Cr 10,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,17,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 235",5200464
235,SS,1285599,Sendero Cl 43 E Cr 10,5200217,UCAP LUMINARIA 70W,,2,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 235",5200217
235,SS,1285599,Sendero Cl 43 E Cr 10,5200201,UCAP BOMBILLO 70W,,2,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 235",5200201
235,SS,1285599,Sendero Cl 43 E Cr 10,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,15,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 235",5200410
236,SS,1285605,Vía M4 Cl 43 D Cr 8,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 236",5200232
236,SS,1285605,Vía M4 Cl 43 D Cr 8,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 236",5000263
236,SS,1285605,Vía M4 Cl 43 D Cr 8,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 236",5200217
236,SS,1285605,Vía M4 Cl 43 D Cr 8,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 236",5200201
237,SS,1285611,Sendero Cl 43 A Cr 15 CC - 26,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 237",5200231
237,SS,1285611,Sendero Cl 43 A Cr 15 CC - 26,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 237",5000263
237,SS,1285611,Sendero Cl 43 A Cr 15 CC - 26,5200217,UCAP LUMINARIA 70W,,2,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 237",5200217
237,SS,1285611,Sendero Cl 43 A Cr 15 CC - 26,5200201,UCAP BOMBILLO 70W,,2,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 237",5200201
237,SS,1285611,Sendero Cl 43 A Cr 15 CC - 26,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,2,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 237",5200232
238,SS,1285616,Sendero Cl 45 Cr 12,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 238",5200231
238,SS,1285616,Sendero Cl 45 Cr 12,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 238",5000263
238,SS,1285616,Sendero Cl 45 Cr 12,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 238",5200217
238,SS,1285616,Sendero Cl 45 Cr 12,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 238",5200201
238,SS,1285616,Sendero Cl 45 Cr 12,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 238",5200232
239,SS,1284839,Sendero Peatonal Cr 26 C Cl 100 - 68 Int 114,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 239",5200231
239,SS,1284839,Sendero Peatonal Cr 26 C Cl 100 - 68 Int 114,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 239",5000263
240,SS,1284733,Sendero Cr 36 A Cl 69 - 104,5200222,UCAP LUMINARIA LED 40W,,1,LUMINARIA LED 40W,"Tabla 1 al 331_2026.pdf, pagina 240",5200222
240,SS,1284733,Sendero Cr 36 A Cl 69 - 104,5200239,UCAP BRAZO DOBLE CARABOBO,,1,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 240",5200239
240,SS,1284733,Sendero Cr 36 A Cl 69 - 104,5200270,LUM LED (KORELED) 44W,,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 240",5200270
240,SS,1284733,Sendero Cr 36 A Cl 69 - 104,5200303,UCAP POSTE CONCRETO TIPO METRO 5M,,1,POSTE CONCRETO TIPO METRO 5M,"Tabla 1 al 331_2026.pdf, pagina 240",5200303
241,SS,1277038,ANDEN SUR CL 64 CR 50A - 43,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 241",5200231
241,SS,1277038,ANDEN SUR CL 64 CR 50A - 43,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 241",5000263
242,SS,1238953,SMAP-CIL-0366-25 CL 23 CR 41-70,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 242",5200231
242,SS,1238953,SMAP-CIL-0366-25 CL 23 CR 41-70,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 242",5200270
243,SS,1265993,SMAP-CIL-0430-26 CR 48 CL 4 SUR,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",2,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 243",5200235
243,SS,1265993,SMAP-CIL-0430-26 CR 48 CL 4 SUR,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 243",5000265
243,SS,1265993,SMAP-CIL-0430-26 CR 48 CL 4 SUR,5200219,UCAP LUMINARIA 250W,,2,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 243",5200219
243,SS,1265993,SMAP-CIL-0430-26 CR 48 CL 4 SUR,5200203,UCAP BOMBILLO 250W,,2,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 243",5200203
243,SS,1265993,SMAP-CIL-0430-26 CR 48 CL 4 SUR,5200233,"UCAP BRAZO 1"" - 1.5M - 52°/20°",,2,BRAZO 1 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 243",5200233
244,SS,1280822,Sendero Cl 101 AC Cr 25 - 11 Inr 107,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 244",5200231
244,SS,1280822,Sendero Cl 101 AC Cr 25 - 11 Inr 107,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 244",5000263
245,SS,1280895,Andén Cl 41 Cr 28 - 39,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 245",5200231
245,SS,1280895,Andén Cl 41 Cr 28 - 39,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 245",5000263
245,SS,1280895,Andén Cl 41 Cr 28 - 39,5200308,UCAP POSTE CONCRETO OCTOG 8M,2,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 245",5200308
245,SS,1280895,Andén Cl 41 Cr 28 - 39,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,24,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 245",5200464
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 246",5200270
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 246",5200232
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200311,POST PRFV 12M 350KGF AP,2,,POST PRFV 12M 350KGF AP,"Tabla 1 al 331_2026.pdf, pagina 246",5200311
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200464,CABL CU 3X14 (ENCAU),40,21,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 246",5200464
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200220,UCAP LUMINARIA 400W,,2,LUMINARIA 400W,"Tabla 1 al 331_2026.pdf, pagina 246",5200220
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200204,UCAP BOMBILLO 400W,,2,BOMBILLO 400W,"Tabla 1 al 331_2026.pdf, pagina 246",5200204
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200236,"BR 1 1/2"" - 1.5M - 52°/20°",,2,BR 1 1/2 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 246",5200236
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,16,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 246",5200410
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,,PROYECTOR 110W TIPO V LARGA 5000K,4,,PROYECTOR 110W TIPO V LARGA 5000K,"Tabla 1 al 331_2026.pdf, pagina 246",SIN CODIGO|PROYECTOR 110W TIPO V LARGA 5000K
246,SN,1038221,SMAP 0163-25 CR 49 A CL 107 - 160,5200307,Poste madera redondo de 12m,,2,POSTE MADERA REDONDO DE 12M,"Tabla 1 al 331_2026.pdf, pagina 246",5200307
247,SS,1174450,Sendero CL 97 CR 84 - 72 int 137,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 247",5200231
247,SS,1174450,Sendero CL 97 CR 84 - 72 int 137,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 247",5000263
247,SS,1174450,Sendero CL 97 CR 84 - 72 int 137,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 247",5200419
247,SS,1174450,Sendero CL 97 CR 84 - 72 int 137,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,22,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 247",5200464
248,SS,1252574,Via y andenes SMAP-CIL-0402-25 CR 74A CL 103C-17,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 248",5200232
