Anio,Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
2026,130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 130",5200419
2026,130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,8,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 130",5200464
2026,131,SS,1279880,Sendero Cr 24 Cl 72 - 164 Int 101,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 131",5200231
2026,131,SS,1279880,Sendero Cr 24 Cl 72 - 164 Int 101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 131",5000263
2026,132,SS,1282130,Sendero Peatonal CL 34 C CR 118 -481 (INTERIOR 1111),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 132",5200231
2026,132,SS,1282130,Sendero Peatonal CL 34 C CR 118 -481 (INTERIOR 1111),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 132",5000263
2026,133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 133",5200231
2026,133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200270,LUM LED (KORELED) 44W,1,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 133",5200270
2026,133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 133",5000263
2026,133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,27,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 133",5200464
2026,133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,12,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 133",5200410
2026,134,SS,1285552,Zona Verde Cr 21 Cl 36,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 134",5200217
2026,134,SS,1285552,Zona Verde Cr 21 Cl 36,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 134",5200201
2026,134,SS,1285552,Zona Verde Cr 21 Cl 36,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 134",5200232
2026,135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 135",5200231
2026,135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 135",5000263
2026,135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 135",5200464
2026,136,SS,1292603,Sendero Cr 22 A Cl 84 - 50,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 136",5200231
2026,136,SS,1292603,Sendero Cr 22 A Cl 84 - 50,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 136",5000263
2026,137,SS,1311547,BOSTON CL 58 CR 39,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 137",5200464
2026,138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 138",5200270
2026,138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200232,"BR 1"" - 1.5M - 52°/0°",2,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 138",5200232
2026,138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 138",5200419
2026,138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200464,CABL CU 3X14 (ENCAU),15,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 138",5200464
2026,139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 139",5200270
2026,139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 139",5200231
2026,139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 139",5200232
2026,139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,211333,"COLLARIN 180MM 7"" DOS SALIDAS",2,,COLLARIN 180MM 7 DOS SALIDAS,"Tabla 1 al 331_2026.pdf, pagina 139",211333
2026,140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200293,LUM LED (OMEGA II) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 140",5200293
2026,140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 140",5200232
2026,140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200308,POST CONC 8M 510KGF OCT,1,,POST CONC 8M 510KGF OCT,"Tabla 1 al 331_2026.pdf, pagina 140",5200308
2026,140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 140",5200402
2026,140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200464,CABL CU 3X14 (ENCAU),18,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 140",5200464
2026,141,SN,1055695,CL 34 CR 118 -285 INT 166,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 141",5200270
2026,141,SN,1055695,CL 34 CR 118 -285 INT 166,5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 141",5200231
2026,141,SN,1055695,CL 34 CR 118 -285 INT 166,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 141",5200419
2026,141,SN,1055695,CL 34 CR 118 -285 INT 166,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 141",5200402
2026,141,SN,1055695,CL 34 CR 118 -285 INT 166,5200464,CABL CU 3X14 (ENCAU),25,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 141",5200464
2026,142,SN,1056115,SENDERO PEATONAL CL 49 CR 99 E 91 INT 130,5200270,LUM LED ( KORALED ) 44 W,1,,LUM LED KORALED 44 W,"Tabla 1 al 331_2026.pdf, pagina 142",5200270
2026,142,SN,1056115,SENDERO PEATONAL CL 49 CR 99 E 91 INT 130,5200232,"BRAZO 1"" 1.5M - 52/0º",1,,BRAZO 1 1.5M - 52/0º,"Tabla 1 al 331_2026.pdf, pagina 142",5200232
2026,143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200293,LUM LED (OMEGA II) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 143",5200293
2026,143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 143",5200232
2026,143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200241,BR CURVO 3000M,1,,BR CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 143",5200241
2026,143,SN,1059366,Barrio Naranjal CL 45A CR65-0,R5200235,"RET - BR 1 1/2"" - 1.5M - 52°/0°",,1,RET - BR 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 143",R5200235
2026,144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 144",5200270
2026,144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,5200238,BRAZO SENCILLO CARABOBO,1,,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 144",5200238
2026,144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,215795,SOPORTE BASE BRAZO CARABOBO,1,,SOPORTE BASE BRAZO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 144",215795
2026,145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 145",5200270
2026,145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 145",5200231
2026,145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 145",5200232
2026,146,SN,1060341,CR 90A CL 45 – 102,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 146",5200270
2026,146,SN,1060341,CR 90A CL 45 – 102,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 146",5200232
2026,146,SN,1060341,CR 90A CL 45 – 102,5200308,POST CONC 8M 510KGF OCT,1,,POST CONC 8M 510KGF OCT,"Tabla 1 al 331_2026.pdf, pagina 146",5200308
2026,146,SN,1060341,CR 90A CL 45 – 102,5200464,CABL CU 3X14 (ENCAU),20,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 146",5200464
2026,147,SN,1062214,PARQUE CL 101 A CR 72 - 23,5200271,LUM LED (MAXIMO M) 59.16W,1,,LUM LED MAXIMO M 59.16W,"Tabla 1 al 331_2026.pdf, pagina 147",5200271
2026,147,SN,1062214,PARQUE CL 101 A CR 72 - 23,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 147",5200232
2026,148,SN,1065020,El Picacho CRA 83 CL 97-13 INT 202,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 148",5200270
2026,148,SN,1065020,El Picacho CRA 83 CL 97-13 INT 202,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 148",5200231
2026,148,SN,1065020,El Picacho CRA 83 CL 97-13 INT 202,5200464,CABL CU 3X14 (ENCAU),40,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 148",5200464
2026,149,SN,1065212,SENDERO PEATONAL CL 48DD CR99-35,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 149",5200231
2026,149,SN,1065212,SENDERO PEATONAL CL 48DD CR99-35,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 149",5200270
2026,150,SN,1065673,Barrio Lopez De Mesa CR 70 CL 81 -158,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 150",5200270
2026,150,SN,1065673,Barrio Lopez De Mesa CR 70 CL 81 -158,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 150",5200231
2026,150,SN,1065673,Barrio Lopez De Mesa CR 70 CL 81 -158,5200464,CABL CU 3X14 (ENCAU),25,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 150",5200464
2026,151,SN,1066397,SENDERO PEATONAL CL 71 CR 48 A 19,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 151",5200270
2026,151,SN,1066397,SENDERO PEATONAL CL 71 CR 48 A 19,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 151",5200231
2026,152,SN,1069760,ANDEN CR 38 CL 10 A - 04,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 152",5200270
2026,152,SN,1069760,ANDEN CR 38 CL 10 A - 04,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 152",5200231
2026,153,SN,1069764,ANDEN CL 10 CR 43 D - 60,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 153",5200270
2026,153,SN,1069764,ANDEN CL 10 CR 43 D - 60,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 153",5200231
2026,153,SN,1069764,ANDEN CL 10 CR 43 D - 60,5200308,POST CONC 8M 510KGF OCT,1,,POST CONC 8M 510KGF OCT,"Tabla 1 al 331_2026.pdf, pagina 153",5200308
2026,153,SN,1069764,ANDEN CL 10 CR 43 D - 60,5200464,CABL CU 3X14 (ENCAU),11,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 153",5200464
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 154",5200270
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 154",5200231
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 154",5200419
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",R5200217,RET - LUM 70W,,2,RET - LUM 70W,"Tabla 1 al 331_2026.pdf, pagina 154",R5200217
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",R5200201,RET - BOMB 70W,,2,RET - BOMB 70W,"Tabla 1 al 331_2026.pdf, pagina 154",R5200201
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",R5200232,"RET - BR 1"" - 1.5M - 52°/0°",,2,RET - BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 154",R5200232
2026,154,SN,1072654,"SENDERO PEATONAL CR50D CL 84-92 INT 208, Aranjuez",R5200306,RET - DE POSTE MADERA 8M,,1,RET - DE POSTE MADERA 8M,"Tabla 1 al 331_2026.pdf, pagina 154",R5200306
2026,155,SN,1073351,SENDERO PEATONAL CL 100B CR 30EE-14,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 155",5200270
2026,155,SN,1073351,SENDERO PEATONAL CL 100B CR 30EE-14,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 155",5200231
2026,155,SN,1073351,SENDERO PEATONAL CL 100B CR 30EE-14,5200464,CABL CU 3X14 (ENCAU),40,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 155",5200464
2026,156,SN,1073867,ANDEN CR 78 A CL 49 AA - 36,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 156",5200270
2026,156,SN,1073867,ANDEN CR 78 A CL 49 AA - 36,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 156",5200231
2026,156,SN,1073867,ANDEN CR 78 A CL 49 AA - 36,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 156",5200419
2026,156,SN,1073867,ANDEN CR 78 A CL 49 AA - 36,5200464,CABL CU 3X14 (ENCAU),18,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 156",5200464
2026,157,SN,1074054,CR 17 CL 57A-87,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 157",5200270
2026,157,SN,1074054,CR 17 CL 57A-87,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 157",5200231
2026,158,SN,1074281,SENDERO PEATONAL CR 53 CL 67,5200206,LUM LED ROY ALPHA (OMEGA II) 56W SMD,2,,LUM LED ROY ALPHA OMEGA II 56W SMD,"Tabla 1 al 331_2026.pdf, pagina 158",5200206
2026,158,SN,1074281,SENDERO PEATONAL CR 53 CL 67,,CONCERTINA ADOSADA AL BRAZO,10,,CONCERTINA ADOSADA AL BRAZO,"Tabla 1 al 331_2026.pdf, pagina 158",SIN CODIGO|CONCERTINA ADOSADA AL BRAZO
2026,159,SN,1074638,SENDERO PEATONAL CR 28 CL 107 - 301 (INT 114 ),5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 159",5200270
2026,159,SN,1074638,SENDERO PEATONAL CR 28 CL 107 - 301 (INT 114 ),5200464,Cable Cu encauchetado 3X14 AWG,30,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tabla 1 al 331_2026.pdf, pagina 159",5200464
2026,159,SN,1074638,SENDERO PEATONAL CR 28 CL 107 - 301 (INT 114 ),5200231,"BRAZO 1"" - 0.4m - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 159",5200231
2026,160,SN,1076554,SENDERO PEATONAL CR 23- CL 102B- 33-INT 1267,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 160",5200270
2026,160,SN,1076554,SENDERO PEATONAL CR 23- CL 102B- 33-INT 1267,5200231,"BRAZO 1"" - 0.4m - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 160",5200231
2026,160,SN,1076554,SENDERO PEATONAL CR 23- CL 102B- 33-INT 1267,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 160",5200402
2026,161,SN,1076688,VIA - ANDEN CL 66 CR 48 A - 15,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 161",5200270
2026,161,SN,1076688,VIA - ANDEN CL 66 CR 48 A - 15,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 161",5200231
2026,161,SN,1076688,VIA - ANDEN CL 66 CR 48 A - 15,5200241,BR CURVO 3000M,1,,BR CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 161",5200241
2026,161,SN,1076688,VIA - ANDEN CL 66 CR 48 A - 15,5200235,"BR 1 1/2"" - 1.5M - 52°/0°",,1,BR 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 161",5200235
2026,162,SN,1078154,Sendero peatonal CR 21 A Cl 56 A 59,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 162",5200270
2026,162,SN,1078154,Sendero peatonal CR 21 A Cl 56 A 59,5200231,"BRAZO 1"" - 0.4m - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 162",5200231
2026,163,SS,670209,"SENDERO PEATONAL, VRD NARANJAL",5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 163",5200270
2026,163,SS,670209,"SENDERO PEATONAL, VRD NARANJAL",5200231,"BRAZO 1"" - 0.4m - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 163",5200231
2026,163,SS,670209,"SENDERO PEATONAL, VRD NARANJAL",5200419,Poste PRFV 8m (Enterrar),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 163",5200419
2026,163,SS,670209,"SENDERO PEATONAL, VRD NARANJAL",5200464,Cable Cu encauchetado 3X14 AWG,25,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tabla 1 al 331_2026.pdf, pagina 163",5200464
2026,164,SN,1078271,SENDERO PEATONAL- CL 102- CR 29-13-INT 107,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 164",5200270
2026,164,SN,1078271,SENDERO PEATONAL- CL 102- CR 29-13-INT 107,5200231,"BRAZO 1"" - 0.4m - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 164",5200231
2026,164,SN,1078271,SENDERO PEATONAL- CL 102- CR 29-13-INT 107,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 164",5200402
2026,165,SN,1078276,VÍA-ANDENES CR 51 D ENTRE CL 68 Y 67,5200293,LUM LED (OMEGA II) 64.5W,19,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 165",5200293
2026,165,SN,1078276,VÍA-ANDENES CR 51 D ENTRE CL 68 Y 67,5200224,LUM LED (LTALED) 74W,,19,LUM LED LTALED 74W,"Tabla 1 al 331_2026.pdf, pagina 165",5200224
2026,166,SN,1081621,ARANJUEZ CR 50A CL 89A-10,5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 166",5200270
2026,166,SN,1081621,ARANJUEZ CR 50A CL 89A-10,5200231,"BR 1"" - 0.4M - 0°",3,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 166",5200231
2026,166,SN,1081621,ARANJUEZ CR 50A CL 89A-10,5200241,BR CURVO 3000M,2,,BR CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 166",5200241
2026,167,SN,1081931,CR 89 CL 68 A -122,5200206,LUM LED ROY ALPHA (OMEGA II) 56W SMD,1,,LUM LED ROY ALPHA OMEGA II 56W SMD,"Tabla 1 al 331_2026.pdf, pagina 167",5200206
2026,167,SN,1081931,CR 89 CL 68 A -122,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 167",5200232
2026,167,SN,1081931,CR 89 CL 68 A -122,5200464,CABL CU 3X14 (ENCAU),19,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 167",5200464
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,5200270,LUM LED (KORALED )44 W,1,,LUM LED KORALED 44 W,"Tabla 1 al 331_2026.pdf, pagina 168",5200270
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,5200231,"BRAZO 1""-400/0º",1,,BRAZO 1 -400/0º,"Tabla 1 al 331_2026.pdf, pagina 168",5200231
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,5200464,CABLE CU ENCAUCHETADO 3X14 AWG,13,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tabla 1 al 331_2026.pdf, pagina 168",5200464
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,R5200201,RET - BOMBILLA VAPOR DE SODIO 70W E27 TUBULAR CLARA,,1,RET - BOMBILLA VAPOR DE SODIO 70W E27 TUBULAR CLARA,"Tabla 1 al 331_2026.pdf, pagina 168",R5200201
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,R5200231,"RETIRADO - BRAZO 1"" AV400MM/H400MM 52º 0º",,1,RETIRADO - BRAZO 1 AV400MM/H400MM 52º 0º,"Tabla 1 al 331_2026.pdf, pagina 168",R5200231
2026,168,SN,1082486,SENDERO PEATONAL CL 32 A CR 69- 17,R5200217,RET - LUMINARIA SODIO 70W 240VCA HOR CE BAL REACTOR,,1,RET - LUMINARIA SODIO 70W 240VCA HOR CE BAL REACTOR,"Tabla 1 al 331_2026.pdf, pagina 168",R5200217
2026,169,SN,1082567,SENDERO PEATONAL CL 108 A CR 46-22,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 169",5200270
2026,169,SN,1082567,SENDERO PEATONAL CL 108 A CR 46-22,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 169",5200231
